USER-UPVOTES,POST_NUMBER,QUESTION,TIME-STAMPS,USER,POST,POST-UPVOTES,PAGE_NUMBER_OF_THE_POST,SUBJECT
13,13,NO,"Tue, Feb  7 '17 at 11:15PM EST",Mikewest440,"My wife knew I had a bedwetting problem when I was younger actually up until I moved away to college. She had noticed I was getting up every 2 hours in the day to use the bathroom. I just told her my sugar was up. It was until I started wetting the bed again that it became a problem that I couldn't hid. She knew I was hiding something from her changing my clothes in the middle of the day, or coming home from work at random times and taking a fast shower change and leave for work again. Finally I bought adult briefs to wear and hid those to. But on nights when we slept together in the same bed. Oh I guess I should have said I work the late shift and we now only sleep at the same time on Sunday nights since I'm off. Anyways on those nights I would not wear the diaper (brief) because I was ashamed for her to find out. Well one night I slept through my bathroom alarm and soaked the bed straight down to the box spring. She was very concerned and caring. She suggested I wear a diaper or something to help me stay dry. I told her everything and she was very understanding and told me not to hide it from her after almost 13 years together I would have gotten that message.",0,1,When to tell others
13,14,NO,"Tue, Feb  7 '17 at 11:25PM EST",Mikewest440,"Flash forward almost a month. I still would not actually let her see me in the diaper because of my insecurity. That was until last Sunday morning  when I threw my back out again getting out of tge shower and couldn't reach around to put the diaper on. She came back to the bedroom to check on me and saw me struggling. It was either spend all day having accidents and then wetting the bed again or let her help. So I chose to accept her offer to put the diaper on me. I was so embarrassed however she reminded me that she does this everyday for her students(high school special needs teacher)and that if she can do it for them then it is easy for someone she lives. 

Well after she had to put it on me let just say the cat is fully out of the bag and I nolonger hid them from her.",1,1,When to tell others
13,15,NO,"Wed, Feb  8 '17 at 7:30PM EST",Tarek,"clickable text


 https://www.youtube.com/watch?v=LPWMklJL41Q

Derick is a friend of mine. The youtube clip is about how he came out and told his TV audience (he is a TV host) about his incontnece. 

I hope this helps a bit with those struggling to tell others. 

You are not alone.",0,1,When to tell others
43,16,NO,"Thu, Feb  9 '17 at 1:34PM EST",Sylvia,"Tarek, that was a wonderful video.  That is so similar to my issues, but I don't have near that sort of courage.  What an inspiration.  Thanks for posting.",0,1,When to tell others
1,1,YES,"Fri, May  13 '16 at 3:25PM EDT",sputnik,"Hi. New-ish member here. I posted an introduction last week but am back with a new question.

I've been wearing a Foley catheter for a month now. I ""cap"" it during the day and wear a night bag for sleeping. When I woke up this morning I noticed that the urine in the tube of the night bag had some whitish ""clumps"" in it. Any thoughts on what that is? 

Thanks.",0,1,white clumps in catheter tube?
40,2,NO,"Fri, May  13 '16 at 4:46PM EDT",jason181,None,0,1,white clumps in catheter tube?
7,3,NO,"Fri, May  13 '16 at 6:13PM EDT",APRILPARIS,"Hi,

I have been wearing a supra pubic catheter for three years.  There is a surgical hole (stoma) in my lower abdomen with a tube/balloon going into the bladder.  White ""clumps"" are called sediment.  My cath is changed every 4 weeks so that the sediment does not clog up the tube. Who changes your cath?",0,1,white clumps in catheter tube?
1,4,NO,"Fri, May  13 '16 at 7:47PM EDT",sputnik,"Hi, AprilParis. 

My urologic surgeon is scheduled to change my cath next week (I misspoke when I said earlier that I'd had the Foley a month; it'll be a month next week). 

Thanks for introducing me to the concept of sediment. If sediment can clog a stoma, I suppose it could clog a catheter too, no? Maybe I'll should call Monday and see if I can move the appt up? 

Thanks again for taking the time to share info.",0,1,white clumps in catheter tube?
7,5,NO,"Fri, May  13 '16 at 8:04PM EDT",APRILPARIS,"Hi,
  The stoma is the surgical hole. A thin tube with a balloon at the end then goes down into the bladder.  I see sediment (looks like mashed potatoes) floating through the tube coming out the stoma and  then passing into a drain bag especially heavy when it is time to extract the balloon/tube and replace every four weeks.  Be sure to drink water, water, and more water to dilute.

Best of luck.
April",0,1,white clumps in catheter tube?
1,6,NO,"Fri, May  13 '16 at 8:24PM EDT",sputnik,"""Mashed potatoes"" is a good description of what I saw, too.
I've been drinking much more today, since I saw the sediment and will continue. 

Thanks again and all the best!",0,1,white clumps in catheter tube?
7,7,NO,"Fri, May  13 '16 at 8:32PM EDT",APRILPARIS,"Hi,
   Stay calm and positive;  you can manage this.",0,1,white clumps in catheter tube?
13,1,YES,"Mon, Sep  14 '15 at 8:18AM EDT",shawshank,"Hello, im new to this site but thought i may be able to get some support and guidance on how to approach my husband or answers to help him. For the last year my.husband has suffered from bedwetting. He doesnt have any other symptoms other than wetting the bed during sleep but it is happening nightly at this point. He cant go see a doctor because he has a job that requires him to have no physical issues so he wont go see a doctor. Im having a hard time being able to talk to him because hes clearly embarassed about it and gets angry if i bring it up and try to offer solutions to make it easier on us or easier to cleanup etc. I love him dearly and support him and want to be there for him but im not okay with thw problem just being ignored and not dealt with in any way. If anyone has advice from experience on how to get through to him or anything i would greatly appreciate it.",1,1,wife of a nightly bedwetter
4,2,NO,"Mon, Sep  14 '15 at 10:06AM EDT",Nazsnaz,"It is embarrassing to wake up in a wet bed and especially next to someone that might have gotten wet from laying next to me.  I've found that wearing protection (diapers) is less of a problem.  If he won't see a doctor,at least a diaper will keep the bed dry.  It's much better to wake up with a wet diaper than wet sheets.",0,1,wife of a nightly bedwetter
13,3,NO,"Mon, Sep  14 '15 at 10:40AM EDT",shawshank,I can completely understand that....ive brought up maybe using diapers before but he shut it down very quickly.the only help hes really allowed me to give him is waking him up at night to go pee (hes an insanely sound sleeper which is why he and i think this happens...he just sleeps through it) and that helped for a bit but then he started not waking up even when i woke him. I want him to understand that im ok with it and not judging him i just want it to not affect our lives more than it has to you know? He has a bed wetting alarm but he only uses it half the time and ive brought up the subject so many times to help that its basicly counter productive now because he just gets angry. Im at a loss on how to help him and also live as normally as we can with this issue,0,1,wife of a nightly bedwetter
4,4,NO,"Mon, Sep  14 '15 at 11:21AM EDT",Nazsnaz,"Maybe he can find a support group that can help him with his hang up with protection.  If you are the one having to do the laundry, have him do it instead.  Sleeping in separate beds may be an incentive.  If he wets every night and he has to deal with the consequences, he might realize diapers provide a much better solution than wet sheets and a ruined mattress.  That or go see a doctor.  You shouldn't have to bear part of this burden if he won't look for solutions.",0,1,wife of a nightly bedwetter
1,5,NO,"Tue, Oct  6 '15 at 2:32PM EDT",Graham,dose he wake up at all?,0,1,wife of a nightly bedwetter
13,6,NO,"Tue, Oct  6 '15 at 3:07PM EDT",shawshank,No...the problem is he sleeps so soundly so he doesnt wake up till the morning to a wet bed...even with the alarm hell unplug it sometimes when it goes off and fall back asleep,0,1,wife of a nightly bedwetter
1,7,NO,"Tue, Oct  6 '15 at 3:09PM EDT",Graham,ok can i talk to you via email i might have a solution,0,1,wife of a nightly bedwetter
28,8,NO,"Wed, Oct  14 '15 at 11:29PM EDT",Skinnyb,"External catheters may be the answer for  him, not a diaper, and not intrusive.  Have a look online, Coloplast, Hollister, and Rochester all make them, nice to keep the bed dry and not be diapered or wet!",0,1,wife of a nightly bedwetter
1,1,YES,"Tue, Mar  24 '15 at 11:58PM EDT",wondering,Has anyone tried PTNS?,0,1,Wondering - PTNS
52,2,NO,"Wed, Mar  25 '15 at 1:33AM EDT",NAFC,"For those who don't know what that is, this link should be helpful: http://www.nafc.org/glossary/",0,1,Wondering - PTNS
