Problem/Soltuion,Number,hkroger,snehal,eschare,# Category, Category
Solution,2045.6,*,*,*,*,*
Solution,2045.7,*,*,*,*,*
Problem,2046,1,1,1,5e,Legal Financial
Solution,2046.1,1,1,1,3c,Caregiver Wellbeing
Solution,2046.2,*,*,*,*,*
Problem,2047,1,1,1,5e,Legal Financial
Solution,2047.1,1,1,1,1d,Contact Professional For Assitance
Solution,2047.2,1,1,0,3a,Caregiver Wellbeing
Problem,2048,1,1,1,7c,Physical Saftey
Solution,2048.1,*,*,*,*,*
Problem,2049,*,*,*,*,*
Solution,2049.1,1,1,0,3c,Caregiver Wellbeing
Solution,2049.2,1,0,1,3a,Caregiver Wellbeing
Solution,2049.3,0,1,1,3a,Caregiver Wellbeing
Problem,2050,1,1,1,6g,Symptoms
Solution,2050.1,1,0,1,1a,Contact Professional For Assitance
Problem,2051,1,0,1,6c,Symptoms
Solution,2051.1,0,1,1,3a,Caregiver Wellbeing
Solution,2051.2,1,1,1,3a,Caregiver Wellbeing
Problem,2052,1,1,1,4b,Medicines
Solution,2052.1,1,0,1,1a,Contact Professional For Assitance
Problem,2053,1,1,0,4b,Medicines
Solution,2053.1,1,1,0,3c,Caregiver Wellbeing
Solution,2053.2,1,1,1,3c,Caregiver Wellbeing
Problem,2054,1,0,1,10a,General Information
Solution,2054.1,*,*,*,*,*
Problem,2055,0,1,1,3a,Basic Hygiene
Solution,2055.1,1,1,1,2a,Info Sources
Problem,2056,1,0,1,9e,Doctors and Nursing Homes
Solution,2056.1,1,0,1,3a,Caregiver Wellbeing
Solution,2056.2,*,*,*,*,*
Problem,2057,1,1,0,6f,Symptoms
Solution,2057.1,1,0,1,3a,Caregiver Wellbeing
Solution,2057.2,1,0,1,2a,Info Sources
Problem,2058,*,*,*,*,*
Solution,2058.1,1,0,1,1a,Contact Professional For Assitance
Problem,2059,1,1,1,4a,Medicines
Solution,2059.1,1,1,1,2a,Info Sources
Problem,2060,1,0,1,6f,Symptoms
Solution,2060.1,*,*,*,*,*
Problem,2061,1,1,1,5c,Legal Financial
Solution,2061.1,0,1,1,3a,Caregiver Wellbeing
Solution,2061.2,0,1,1,3a,Caregiver Wellbeing
Problem,2062,1,1,1,6k,Symptoms
Solution,2062.1,1,1,1,1a,Contact Professional For Assitance
Solution,2062.2,1,1,1,5a,Doctor Consultations
Problem,2063,1,0,1,6a,Symptoms
Solution,2063.1,*,*,*,*,*
Solution,2063.2,1,1,0,7a,Safety
Problem,2064,1,0,1,6f,Symptoms
Solution,2064.1,1,1,1,4f,Strategies to handle the patient
Problem,2065,1,1,1,3b,Basic Hygiene
Solution,2065.1,*,*,*,*,*
Problem,2066,1,1,1,9a,Doctors and Nursing Homes
Solution,2066.1,1,1,0,3c,Caregiver Wellbeing
Solution,2066.2,1,0,1,5e,Doctor Consultations
Solution,2066.3,1,0,1,2a,Info Sources
Problem,2067,1,1,0,10a,General Information
Solution,2067.1,0,1,1,3a,Caregiver Wellbeing
Problem,2068,1,1,1,10a,General Information
Solution,2068.1,1,1,0,5a,Doctor Consultations
Solution,2068.2,1,1,0,5a,Doctor Consultations
Problem,2069,*,*,*,*,*
Solution,2069.1,1,0,1,1c,Contact Professional For Assitance
Problem,2070,0,1,1,6b,Symptoms
Solution,2070.1,*,*,*,*,*
Problem,2071,0,1,1,6b,Symptoms
Solution,2071.1,1,1,1,2a,Info Sources
Problem,2072,1,1,1,5g,Legal Financial
Solution,2072.1,1,0,1,3d,Caregiver Wellbeing
Solution,2072.2,1,1,1,3a,Caregiver Wellbeing
Solution,2072.3,1,1,1,1d,Contact Professional For Assitance
Solution,2072.4,1,1,1,1b,Contact Professional For Assitance
Problem,2073,*,*,*,*,*
Solution,2073.1,0,1,1,2a,Info Sources
Problem,2074,1,1,0,5d,Legal Financial
Solution,2074.1,1,0,1,3a,Caregiver Wellbeing
Solution,2074.2,1,0,1,1a,Contact Professional For Assitance
Solution,2074.3,1,1,1,3a,Caregiver Wellbeing
Problem,2075,1,1,1,6g,Symptoms
Solution,2075.1,*,*,*,*,*
Solution,2075.2,1,1,0,3c,Caregiver Wellbeing
Solution,2075.3,1,0,1,4f,Strategies to handle the patient
Problem,2076,1,0,1,6h,Symptoms
Solution,2076.1,1,0,1,2a,Info Sources
Solution,2076.2,1,1,1,8g,Home Care/Nursing Homes
Problem,2077,1,1,1,6c,Symptoms
Solution,2077.1,1,1,0,5a,Doctor Consultations
Solution,2077.2,1,0,1,3a,Caregiver Wellbeing
Solution,2077.3,1,1,0,3c,Caregiver Wellbeing
Solution,2077.4,1,1,1,1a,Contact Professional For Assitance
Solution,2077.5,1,1,1,3c,Caregiver Wellbeing
Problem,2078,1,0,1,6b,Symptoms
Solution,2078.1,1,1,1,1a,Contact Professional For Assitance
Problem,2079,1,0,1,6b,Symptoms
Problem,2080,1,1,0,2d,Conflicts
Solution,2080.1,1,1,0,4d,Strategies to handle the patient
Problem,2081,1,1,0,9a,Doctors and Nursing Homes
Solution,2081.1,0,1,1,3a,Caregiver Wellbeing
Solution,2081.2,1,1,1,2a,Info Sources
Problem,2082,1,1,0,10a,General Information
Solution,2082.1,0,1,1,3a,Caregiver Wellbeing
Solution,2082.2,1,0,1,3a,Caregiver Wellbeing
Solution,2082.3,1,0,1,3a,Caregiver Wellbeing
Solution,2082.4,1,1,1,3c,Caregiver Wellbeing
Solution,2082.5,1,1,0,3c,Caregiver Wellbeing
Problem,2083,*,*,*,*,*
Solution,2083.1,1,0,1,7a,Safety
Problem,2084,1,1,0,5h,Legal Financial
Solution,2084.1,*,*,*,*,*
Solution,2084.2,1,0,1,1d,Contact Professional For Assitance
Problem,2085,1,1,0,6p,Symptoms
Solution,2085.1,1,0,1,2a,Info Sources
Problem,2086,*,*,*,*,*
Solution,2086.1,1,0,1,3a,Caregiver Wellbeing
Solution,2086.2,*,*,*,*,*
Solution,2086.3,1,1,1,3a,Caregiver Wellbeing
Problem,2087,*,*,*,*,*
Solution,2087.1,0,1,1,3a,Caregiver Wellbeing
Problem,2088,1,1,0,10b,General Information
Solution,2088.1,0,1,1,3a,Caregiver Wellbeing
Solution,2088.2,1,1,1,3a,Caregiver Wellbeing
Problem,2089,*,*,*,*,*
Solution,2089.1,*,*,*,*,*
Problem,2090,*,*,*,*,*
Solution,2090.1,1,1,1,3c,Caregiver Wellbeing
Problem,2091,1,0,1,6i,Symptoms
Solution,2091.1,1,0,1,3a,Caregiver Wellbeing
Problem,2092,1,1,0,2d,Conflicts
Solution,2092.1,1,1,0,3a,Caregiver Wellbeing
Problem,2093,*,*,*,*,*
Solution,2093.1,1,1,1,4d,Strategies to handle the patient
Solution,2093.2,*,*,*,*,*
Problem,2094,*,*,*,*,*
Solution,2094.1,1,0,1,1a,Contact Professional For Assitance
Problem,2095,1,1,0,2d,Conflicts
Solution,2095.1,1,0,1,1a,Contact Professional For Assitance
Problem,2096,1,1,1,10a,General Information
Solution,2096.1,1,0,1,4e,Strategies to handle the patient
Problem,2097,0,1,1,5d,Legal Financial
Solution,2097.1,0,1,1,3a,Caregiver Wellbeing
Problem,2098,1,1,1,9f,Doctors and Nursing Homes
Solution,2098.1,*,*,*,*,*
Solution,2098.2,1,1,0,8e,Home Care/Nursing Homes
Problem,2099,*,*,*,*,*
Solution,2099.1,1,1,1,3a,Caregiver Wellbeing
Solution,2099.2,1,1,0,3a,Caregiver Wellbeing
Problem,2100,1,1,0,9b,Doctors and Nursing Homes
Solution,2100.1,1,0,1,1a,Contact Professional For Assitance
Problem,2101,1,1,1,9a,Doctors and Nursing Homes
Solution,2101.1,1,1,0,3c,Caregiver Wellbeing
Solution,2101.2,*,*,*,*,*
Problem,2102,1,0,1,10a,General Information
Solution,2102.1,0,1,1,3a,Caregiver Wellbeing
Problem,2103,1,1,0,9d,Doctors and Nursing Homes
Solution,2103.1,1,1,1,2a,Info Sources
Solution,2103.2,1,1,0,3c,Caregiver Wellbeing
Problem,2104,1,1,1,9d,Doctors and Nursing Homes
Solution,2104.1,0,1,1,3a,Caregiver Wellbeing
Solution,2104.2,1,1,0,3c,Caregiver Wellbeing
Problem,2105,*,*,*,*,*
Problem,2106,*,*,*,*,*
Solution,2106.1,1,1,1,2a,Info Sources
Problem,2107,1,0,1,3a,Basic Hygiene
Solution,2107.1,1,1,0,9d,Personal Care
Solution,2107.2,1,1,0,3a,Caregiver Wellbeing
Solution,2107.3,1,0,1,8g,Home Care/Nursing Homes
Problem,2108,1,1,1,9e,Doctors and Nursing Homes
Solution,2108.1,*,*,*,*,*
Problem,2109,1,1,0,6d,Symptoms
Solution,2109.1,1,0,1,1a,Contact Professional For Assitance
Problem,2110,1,1,1,6b,Symptoms
Solution,2110.1,0,1,1,3a,Caregiver Wellbeing
Problem,2111,1,0,1,2d,Conflicts
Solution,2111.1,1,0,1,5b,Doctor Consultations
Problem,2112,1,1,1,6e,Symptoms
Solution,2112.1,1,0,1,1a,Contact Professional For Assitance
Solution,2112.2,1,1,0,3a,Caregiver Wellbeing
Problem,2113,1,1,1,4a,Medicines
Solution,2113.1,1,1,0,3c,Caregiver Wellbeing
Solution,2113.2,1,1,1,2a,Info Sources
Problem,2114,1,1,1,10a,General Information
Solution,2114.1,*,*,*,*,*
Solution,2114.2,1,1,1,2a,Info Sources
Problem,2115,0,1,1,2d,Conflicts
Solution,2115.1,*,*,*,*,*
Problem,2116,1,1,1,9a,Doctors and Nursing Homes
Solution,2116.1,1,1,0,5a,Doctor Consultations
Solution,2116.2,*,*,*,*,*
Problem,2117,*,*,*,*,*
Solution,2117.1,0,1,1,3b,Caregiver Wellbeing
Solution,2117.2,*,*,*,*,*
Problem,2118,1,0,1,7h,Physical Saftey
Solution,2118.1,0,1,1,2a,Info Sources
Problem,2119,*,*,*,*,*
Solution,2119.1,1,1,0,3c,Caregiver Wellbeing
Solution,2119.2,1,0,1,2a,Info Sources
Problem,2120,1,0,1,10a,General Information
Solution,2120.1,1,0,1,2a,Info Sources
Problem,2121,1,1,1,9i,Doctors and Nursing Homes
Solution,2121.1,1,0,1,1a,Contact Professional For Assitance
Problem,2122,1,0,1,7a,Physical Saftey
Solution,2122.1,*,*,*,*,*
Problem,2123,1,1,1,3g,Basic Hygiene
Solution,2123.1,*,*,*,*,*
Solution,2123.2,1,1,1,2a,Info Sources
Solution,2123.3,0,1,1,3a,Caregiver Wellbeing
Solution,2123.4,1,1,0,3a,Caregiver Wellbeing
Problem,2124,1,1,1,3a,Basic Hygiene
Solution,2124.1,1,1,0,3c,Caregiver Wellbeing
Solution,2124.2,1,1,1,2a,Info Sources
Solution,2124.3,1,0,1,2a,Info Sources
Problem,2125,1,1,0,6e,Symptoms
Solution,2125.1,1,1,1,3a,Caregiver Wellbeing
Problem,2126,1,1,1,6k,Symptoms
Solution,2126.1,1,1,1,2a,Info Sources
Problem,2127,0,1,1,1a,Emotions of the Care Giver
Solution,2127.1,1,1,1,3b,Caregiver Wellbeing
Solution,2127.2,1,1,1,2a,Info Sources
Solution,2127.3,1,1,1,3a,Caregiver Wellbeing
Problem,2128,1,0,1,6k,Symptoms
Solution,2128.1,1,0,1,3c,Caregiver Wellbeing
Solution,2128.2,1,1,1,2a,Info Sources
Problem,2129,1,1,1,6f,Symptoms
Solution,2129.1,*,*,*,*,*
Solution,2129.2,1,1,0,4b,Strategies to handle the patient
Solution,2129.3,1,0,1,3c,Caregiver Wellbeing
Problem,2130,1,1,1,8d,Ethics
Solution,2130.1,1,1,1,3a,Caregiver Wellbeing
Problem,2131,1,1,1,2d,Conflicts
Solution,2131.1,1,0,1,5d,Doctor Consultations
Solution,2131.2,*,*,*,*,*
Problem,2132,0,1,1,9a,Doctors and Nursing Homes
Solution,2132.1,0,1,1,3c,Caregiver Wellbeing
Solution,2132.2,*,*,*,*,*
Problem,2133,1,1,1,3a,Basic Hygiene
Solution,2133.1,1,1,0,3c,Caregiver Wellbeing
Solution,2133.2,1,0,1,1a,Contact Professional For Assitance
Solution,2133.3,1,1,1,2a,Info Sources
Solution,2133.4,1,1,1,4a,Strategies to handle the patient
Problem,2134,1,1,1,6k,Symptoms
Solution,2134.1,*,*,*,*,*
Solution,2134.2,1,1,1,2a,Info Sources
Problem,2135,1,0,1,5g,Legal Financial
Solution,2135.1,1,1,0,2a,Info Sources
Problem,2136,1,1,1,9a,Doctors and Nursing Homes
Solution,2136.1,*,*,*,*,*
Problem,2137,1,0,1,4a,Medicines
Solution,2137.1,1,1,0,3c,Caregiver Wellbeing
Solution,2137.2,1,1,0,3c,Caregiver Wellbeing
Solution,2137.3,1,0,1,3a,Caregiver Wellbeing
Solution,2137.4,1,1,0,3c,Caregiver Wellbeing
Solution,2137.5,*,*,*,*,*
Problem,2138,1,1,1,9a,Doctors and Nursing Homes
Solution,2138.1,1,0,1,1c,Contact Professional For Assitance
Problem,2139,1,0,1,7c,Physical Saftey
Solution,2139.1,*,*,*,*,*
Problem,2140,0,1,1,1a,Emotions of the Care Giver
Solution,2140.1,0,1,1,3c,Caregiver Wellbeing
Solution,2140.2,1,1,1,4e,Strategies to handle the patient
Solution,2140.3,0,1,1,3a,Caregiver Wellbeing
Problem,2141,*,*,*,*,*
Solution,2141.1,1,1,0,3a,Caregiver Wellbeing
Problem,2142,1,1,1,6n,Symptoms
Solution,2142.1,1,1,1,3a,Caregiver Wellbeing
Solution,2142.2,1,1,1,3a,Caregiver Wellbeing
Problem,2143,1,1,1,9a,Doctors and Nursing Homes
Solution,2143.1,*,*,*,*,*
Solution,2143.2,1,0,1,1a,Contact Professional For Assitance
Problem,2144,1,1,0,2a,Conflicts
Solution,2144.1,1,1,0,3a,Caregiver Wellbeing
Problem,2145,1,1,1,6c,Symptoms
Solution,2145.1,1,1,1,3c,Caregiver Wellbeing
Problem,2146,1,1,0,6i,Symptoms
Solution,2146.1,*,*,*,*,*
Solution,2146.2,1,1,1,2a,Info Sources
Problem,2147,*,*,*,*,*
Solution,2147.1,*,*,*,*,*
Problem,2148,1,1,1,4b,Medicines
Solution,2148.1,*,*,*,*,*
Problem,2149,1,1,0,10b,General Information
Solution,2149.1,0,1,1,3a,Caregiver Wellbeing
Solution,2149.2,1,1,0,3c,Caregiver Wellbeing
Solution,2149.3,1,1,1,3a,Caregiver Wellbeing
Problem,2150,1,1,1,7a,Physical Saftey
Solution,2150.1,1,1,1,7a,Safety
Solution,2150.2,1,1,0,3c,Caregiver Wellbeing
Solution,2150.3,0,1,1,7a,Safety
Problem,2151,1,1,0,10a,General Information
Solution,2151.1,1,1,0,3c,Caregiver Wellbeing
Solution,2151.2,1,1,1,1a,Contact Professional For Assitance
Solution,2151.3,*,*,*,*,*
Solution,2151.4,1,1,0,3c,Caregiver Wellbeing
Solution,2151.5,0,1,1,3a,Caregiver Wellbeing
Solution,2151.6,1,1,0,3c,Caregiver Wellbeing
Solution,2151.7,1,1,0,3c,Caregiver Wellbeing
Problem,2152,1,1,0,2d,Conflicts
Solution,2152.1,*,*,*,*,*
Solution,2152.2,1,1,1,1d,Contact Professional For Assitance
Problem,2153,1,1,1,2d,Conflicts
Solution,2153.1,0,1,1,3a,Caregiver Wellbeing
Problem,2154,*,*,*,*,*
Solution,2154.1,1,0,1,3a,Caregiver Wellbeing
Problem,2155,1,0,1,7a,Physical Saftey
Solution,2155.1,1,1,1,7a,Safety
Problem,2156,*,*,*,*,*
Solution,2156.1,1,0,1,2a,Info Sources
Solution,2156.2,*,*,*,*,*
Problem,2157,0,1,1,5d,Legal Financial
Solution,2157.1,1,1,1,3a,Caregiver Wellbeing
Solution,2157.2,1,0,1,1a,Contact Professional For Assitance
Problem,2158,1,0,1,10a,General Information
Solution,2158.1,1,1,0,3a,Caregiver Wellbeing
Solution,2158.2,1,1,0,3a,Caregiver Wellbeing
Solution,2158.3,1,0,1,1f,Contact Professional For Assitance
Solution,2158.4,1,1,1,3a,Caregiver Wellbeing
Solution,2158.5,1,1,1,3a,Caregiver Wellbeing
Solution,2158.6,1,1,0,3a,Caregiver Wellbeing
Solution,2158.7,1,0,1,1f,Contact Professional For Assitance
Solution,2158.8,1,1,0,3a,Caregiver Wellbeing
Solution,2158.9,1,1,0,3a,Caregiver Wellbeing
Solution,2158.10,1,0,1,1f,Contact Professional For Assitance
Problem,2159,1,1,0,6h,Symptoms
Solution,2159.1,1,0,1,5a,Doctor Consultations
Solution,2159.2,1,1,0,3a,Caregiver Wellbeing
Solution,2159.3,1,1,1,3a,Caregiver Wellbeing
Problem,2160,1,1,1,10a,General Information
Solution,2160.1,1,1,1,2a,Info Sources
Problem,2161,1,1,0,2d,Conflicts
Solution,2161.1,1,1,1,3a,Caregiver Wellbeing
Solution,2161.2,0,1,1,4d,Strategies to handle the patient
Problem,2162,*,*,*,*,*
Solution,2162.1,1,1,0,3a,Caregiver Wellbeing
Problem,2163,*,*,*,*,*
Solution,2163.1,1,1,1,3a,Caregiver Wellbeing
Problem,2164,1,1,0,9e,Doctors and Nursing Homes
Solution,2164.1,1,0,1,1c,Contact Professional For Assitance
Solution,2164.2,1,0,1,1a,Contact Professional For Assitance
Problem,2165,*,*,*,*,*
Solution,2165.1,1,0,1,2a,Info Sources
Problem,2166,1,0,1,4a,Medicines
Solution,2166.1,0,1,1,3a,Caregiver Wellbeing
Problem,2167,*,*,*,*,*
Solution,2167.1,0,1,1,3a,Caregiver Wellbeing
Problem,2168,1,1,1,5g,Legal Financial
Solution,2168.1,*,*,*,*,*
Problem,2169,*,*,*,*,*
Solution,2169.1,1,1,1,3a,Caregiver Wellbeing
Problem,2170,1,1,0,9a,Doctors and Nursing Homes
Solution,2170.1,1,1,0,3c,Caregiver Wellbeing
Solution,2170.2,*,*,*,*,*
Problem,2171,1,1,1,8e,Ethics
Solution,2171.1,1,0,1,2a,Info Sources
Problem,2172,1,1,1,1a,Emotions of the Care Giver
Solution,2172.1,1,1,1,3a,Caregiver Wellbeing
Solution,2172.2,1,1,1,1a,Contact Professional For Assitance
Problem,2173,*,*,*,*,*
Solution,2173.1,1,0,1,2a,Info Sources
Problem,2174,1,1,1,2d,Conflicts
Solution,2174.1,*,*,*,*,*
Problem,2175,1,1,1,6b,Symptoms
Solution,2175.1,1,0,1,5a,Doctor Consultations
Solution,2175.2,1,0,1,1a,Contact Professional For Assitance
Problem,2176,*,*,*,*,*
Solution,2176.1,1,1,0,3a,Caregiver Wellbeing
Problem,2177,*,*,*,*,*
Solution,2177.1,1,1,1,3a,Caregiver Wellbeing
Problem,2178,0,1,1,1a,Emotions of the Care Giver
Solution,2178.1,0,1,1,3c,Caregiver Wellbeing
Solution,2178.2,1,1,0,2a,Info Sources
Problem,2179,1,1,0,2d,Conflicts
Solution,2179.1,1,1,1,3a,Caregiver Wellbeing
Solution,2179.2,*,*,*,*,*
Problem,2180,*,*,*,*,*
Solution,2180.1,1,1,1,3a,Caregiver Wellbeing
Solution,2180.2,0,1,1,3a,Caregiver Wellbeing
Problem,2181,*,*,*,*,*
Solution,2181.1,1,1,0,3c,Caregiver Wellbeing
Solution,2181.2,1,1,0,3a,Caregiver Wellbeing
Solution,2181.3,1,1,1,3a,Caregiver Wellbeing
Solution,2181.4,1,0,1,8g,Home Care/Nursing Homes
Problem,2182,1,0,1,6a,Symptoms
Solution,2182.1,*,*,*,*,*
Problem,2183,1,0,1,1b,Emotions of the Care Giver
Solution,2183.1,0,1,1,3d,Caregiver Wellbeing
Problem,2184,1,1,1,10a,General Information
Solution,2184.1,1,1,1,3a,Caregiver Wellbeing
Solution,2184.2,1,1,1,5a,Doctor Consultations
Solution,2184.3,1,1,1,5a,Doctor Consultations
Problem,2185,1,1,0,2d,Conflicts
Solution,2185.1,0,1,1,3a,Caregiver Wellbeing
Problem,2186,1,0,1,6e,Symptoms
Solution,2186.1,1,0,1,2a,Info Sources
Problem,2187,*,*,*,*,*
Solution,2187.1,0,1,1,3d,Caregiver Wellbeing
Solution,2187.2,0,1,1,3a,Caregiver Wellbeing
Problem,2188,1,1,1,9a,Doctors and Nursing Homes
Solution,2188.1,*,*,*,*,*
Problem,2189,*,*,*,*,*
Solution,2189.1,1,1,1,1c,Contact Professional For Assitance
Problem,2190,1,0,1,2d,Conflicts
Solution,2190.1,*,*,*,*,*
Solution,2190.2,0,1,1,3b,Caregiver Wellbeing
Problem,2191,*,*,*,*,*
Solution,2191.1,*,*,*,*,*
Problem,2192,1,1,1,2d,Conflicts
Solution,2192.1,1,1,1,4b,Strategies to handle the patient
Problem,2193,1,1,0,9a,Doctors and Nursing Homes
Solution,2193.1,1,1,1,2a,Info Sources
Solution,2193.2,0,1,1,2a,Info Sources
Problem,2194,1,1,0,5d,Legal Financial
Solution,2194.1,1,1,0,2a,Info Sources
Solution,2194.2,1,1,0,3c,Caregiver Wellbeing
Problem,2195,1,1,1,2d,Conflicts
Solution,2195.1,1,1,1,4d,Strategies to handle the patient
Solution,2195.2,1,0,1,1c,Contact Professional For Assitance
Solution,2195.3,*,*,*,*,*
Solution,2195.4,*,*,*,*,*
Problem,2196,*,*,*,*,*
Solution,2196.1,1,0,1,3a,Caregiver Wellbeing
Solution,2196.2,1,1,0,3a,Caregiver Wellbeing
Problem,2197,1,1,0,6a,Symptoms
Solution,2197.1,1,0,1,5a,Doctor Consultations
Solution,2197.2,1,1,1,8a,Home Care/Nursing Homes
Problem,2198,*,*,*,*,*
Solution,2198.1,0,1,1,3a,Caregiver Wellbeing
Problem,2199,*,*,*,*,*
Solution,2199.1,1,1,0,3a,Caregiver Wellbeing
Solution,2199.2,1,1,0,3a,Caregiver Wellbeing
Solution,2199.3,1,1,0,3c,Caregiver Wellbeing
Solution,2199.4,*,*,*,*,*
Problem,2200,1,1,1,10a,General Information
Problem,2201,1,1,0,10b,General Information
Solution,2201.1,1,1,1,3a,Caregiver Wellbeing
Solution,2201.2,1,1,1,3a,Caregiver Wellbeing
Problem,2202,1,1,0,6h,Symptoms
Solution,2202.1,1,1,0,5a,Doctor Consultations
Solution,2202.2,1,0,1,5a,Doctor Consultations
Solution,2202.3,1,1,1,5a,Doctor Consultations
Problem,2203,1,1,0,5h,Legal Financial
Solution,2203.1,1,1,1,1d,Contact Professional For Assitance
Problem,2204,1,1,0,1a,Emotions of the Care Giver
Solution,2204.1,*,*,*,*,*
Solution,2204.2,1,1,0,2a,Info Sources
Problem,2205,1,0,1,9f,Doctors and Nursing Homes
Solution,2205.1,*,*,*,*,*
Solution,2205.2,1,0,1,3a,Caregiver Wellbeing
Solution,2205.3,0,1,1,1a,Contact Professional For Assitance
Problem,2206,1,1,0,9h,Doctors and Nursing Homes
Solution,2206.1,1,0,1,1a,Contact Professional For Assitance
Problem,2207,1,1,1,9h,Doctors and Nursing Homes
Problem,2208,1,0,1,9b,Doctors and Nursing Homes
Solution,2208.1,0,1,1,3a,Caregiver Wellbeing
Solution,2208.2,*,*,*,*,*
Problem,2209,1,0,1,6k,Symptoms
Solution,2209.1,1,1,0,3a,Caregiver Wellbeing
Solution,2209.2,1,0,1,2a,Info Sources
Problem,2210,1,0,1,6b,Symptoms
Solution,2210.1,1,0,1,2a,Info Sources
Problem,2211,*,*,*,*,*
Solution,2211.1,1,1,0,3a,Caregiver Wellbeing
Solution,2211.2,1,1,1,3a,Caregiver Wellbeing
Problem,2212,1,0,1,4a,Medicines
Solution,2212.1,1,0,1,6a,Medication
Problem,2213,*,*,*,*,*
Problem,2214,1,1,1,10a,General Information
Solution,2214.1,*,*,*,*,*
Solution,2214.2,1,0,1,1f,Contact Professional For Assitance
Problem,2215,1,1,1,5g,Legal Financial
Solution,2215.1,1,1,1,1a,Contact Professional For Assitance
Problem,2216,1,1,1,6i,Symptoms
Solution,2216.1,0,1,1,3b,Caregiver Wellbeing
Solution,2216.2,1,1,1,3a,Caregiver Wellbeing
Problem,2217,1,1,1,3d,Basic Hygiene
Solution,2217.1,1,1,0,9d,Personal Care
Solution,2217.2,1,1,0,2a,Info Sources
Problem,2218,1,0,1,3a,Basic Hygiene
Solution,2218.1,0,1,1,9d,Personal Care
Solution,2218.2,1,0,1,3c,Caregiver Wellbeing
Solution,2218.3,1,1,1,9b,Personal Care
Solution,2218.4,1,1,1,3a,Caregiver Wellbeing
Solution,2218.5,1,1,0,3a,Caregiver Wellbeing
Solution,2218.6,1,0,1,3a,Caregiver Wellbeing
Problem,2219,1,1,0,5c,Legal Financial
Solution,2219.1,1,0,1,3a,Caregiver Wellbeing
Solution,2219.2,1,1,1,1a,Contact Professional For Assitance
Problem,2220,1,1,1,6c,Symptoms
Solution,2220.1,1,0,1,5e,Doctor Consultations
Problem,2221,1,1,1,10a,General Information
Solution,2221.1,0,1,1,3a,Caregiver Wellbeing
Problem,2222,*,*,*,*,*
Solution,2222.1,1,1,1,3a,Caregiver Wellbeing
Problem,2223,1,1,1,3d,Basic Hygiene
Problem,2224,1,1,1,9h,Doctors and Nursing Homes
Solution,2224.1,1,0,1,4f,Strategies to handle the patient
Problem,2225,1,1,1,3a,Basic Hygiene
Solution,2225.1,1,1,1,2a,Info Sources
Problem,2226,0,1,1,1a,Emotions of the Care Giver
Solution,2226.1,1,1,0,2a,Info Sources
Problem,2227,1,1,1,7a,Physical Saftey
Solution,2227.1,1,0,1,2a,Info Sources
Problem,2228,1,1,1,3c,Basic Hygiene
Solution,2228.1,1,1,1,3c,Caregiver Wellbeing
Solution,2228.2,*,*,*,*,*
Solution,2228.3,*,*,*,*,*
Problem,2229,1,1,0,6b,Symptoms
Solution,2229.1,1,1,0,3a,Caregiver Wellbeing
Solution,2229.2,1,1,0,3c,Caregiver Wellbeing
Solution,2229.3,1,1,0,3c,Caregiver Wellbeing
Problem,2230,*,*,*,*,*
Solution,2230.1,1,1,0,2a,Info Sources
Solution,2230.2,*,*,*,*,*
Problem,2231,1,1,1,9b,Doctors and Nursing Homes
Solution,2231.1,*,*,*,*,*
Solution,2231.2,0,1,1,3a,Caregiver Wellbeing
Solution,2231.3,*,*,*,*,*
Solution,2231.4,1,1,0,5e,Doctor Consultations
Solution,2231.5,1,0,1,2a,Info Sources
Problem,2232,1,0,1,9b,Doctors and Nursing Homes
Solution,2232.1,0,1,1,3b,Caregiver Wellbeing
Solution,2232.2,0,1,1,3b,Caregiver Wellbeing
Problem,2233,1,1,1,5e,Legal Financial
Solution,2233.1,1,0,1,2a,Info Sources
Solution,2233.2,1,1,1,1d,Contact Professional For Assitance
Problem,2234,1,1,0,1d,Emotions of the Care Giver
Solution,2234.1,1,0,1,2a,Info Sources
Solution,2234.2,1,0,1,3a,Caregiver Wellbeing
Problem,2235,*,*,*,*,*
Problem,2236,1,1,1,10a,General Information
Problem,2237,1,1,1,3a,Basic Hygiene
Solution,2237.1,1,0,1,2a,Info Sources
Solution,2237.2,1,1,1,2a,Info Sources
Problem,2238,1,1,1,6g,Symptoms
Solution,2238.1,1,0,1,2a,Info Sources
Problem,2239,1,1,1,7c,Physical Saftey
Solution,2239.1,*,*,*,*,*
Solution,2239.2,*,*,*,*,*
Solution,2239.3,1,1,1,5a,Doctor Consultations
Solution,2239.4,1,0,1,1a,Contact Professional For Assitance
Problem,2240,1,1,1,6i,Symptoms
Solution,2240.1,1,0,1,1a,Contact Professional For Assitance
Solution,2240.2,0,1,1,3c,Caregiver Wellbeing
Solution,2240.3,0,1,1,3c,Caregiver Wellbeing
Solution,2240.4,0,1,1,3c,Caregiver Wellbeing
Problem,2241,1,1,1,1d,Emotions of the Care Giver
Solution,2241.1,1,1,1,3d,Caregiver Wellbeing
Solution,2241.2,1,1,1,3a,Caregiver Wellbeing
Solution,2241.3,1,1,1,1a,Contact Professional For Assitance
Problem,2242,1,0,1,6j,Symptoms
Solution,2242.1,1,1,1,2a,Info Sources
Solution,2242.2,1,1,1,2a,Info Sources
Problem,2243,0,1,1,10a,General Information
Solution,2243.1,*,*,*,*,*
Solution,2243.2,*,*,*,*,*
